EntityType,EntityUniqueAttributeValue,BusinessAttributeName,BusinessAttributeValue,EntityUniqueAttributeName[optional]
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00356,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00356,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00038,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00038,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00726,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00726,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00048,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00048,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00887,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00887,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00026,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00026,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00377,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00377,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00115,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00115,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00911,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00911,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00464,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00464,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00086,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00086,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00807,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00807,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00696,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00696,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00816,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00816,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00692,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00692,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00987,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00987,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00230,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00230,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00369,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00369,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00954,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00954,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00185,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00185,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00679,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00679,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00567,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00567,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00279,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00279,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00601,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00601,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00288,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00288,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00735,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00735,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00099,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00099,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00203,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00203,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00243,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00243,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00819,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00819,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00399,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00399,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00891,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00891,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00223,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00223,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00215,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00215,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00092,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00092,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00055,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00055,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00446,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00446,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00010,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00010,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00725,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00725,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00416,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00416,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00541,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00541,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00402,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00402,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00403,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00403,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00175,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00175,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00067,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00067,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00895,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00895,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00211,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00211,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00894,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00894,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00059,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00059,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00609,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00609,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00949,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00949,Data Residency.Cross Border Restricted,TRUE,qualifiedName
